Random Forest reduction| Parameters: Number of features = 8; Random state = 1; Max depth = 10,PCA Regression | Parameters: default,9.768399847670517e+16,-1.565925998919662e+17
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 10; Random state = 1; Max depth = 10,Decision Tree Regression | Parameters: random_state=0;,5.282,-7.467
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 10; Random state = 1; Max depth = 10,Multiple Linear Regression | Parameters: default,1.6639554999236634e+17,-2.6674083974942902e+17
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 10; Random state = 1; Max depth = 10,Random Forest Regression | Parameters: n_estimators=128;random_state=0;,5.231,-7.386
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 10; Random state = 1; Max depth = 10,Elastic Regression | Parameters: alpha=0.001;max_iter=10000;,1.358997086340003e+17,-2.1785439817590672e+17
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 10; Random state = 1; Max depth = 10,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.565,0.094
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 10; Random state = 1; Max depth = 10,PCA Regression | Parameters: default,1.689441673048223e+17,-2.7082640767570845e+17
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 38,Decision Tree Regression | Parameters: random_state=5;,1.282,-1.054
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 38,Multiple Linear Regression | Parameters: default,0.495,0.207
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 38,Random Forest Regression | Parameters: n_estimators=128;random_state=5;,0.738,-0.184
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 38,Elastic Regression | Parameters: alpha=0.001;max_iter=10000;,0.458,0.267
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 38,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.558,0.106
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 38,PCA Regression | Parameters: default,0.495,0.207
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 75,Decision Tree Regression | Parameters: random_state=0;,0.95,-0.522
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 75,Multiple Linear Regression | Parameters: default,0.646,-0.035
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 75,Random Forest Regression | Parameters: n_estimators=128;random_state=1;,0.515,0.174
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 75,Elastic Regression | Parameters: alpha=0.001;max_iter=10000;,0.574,0.08
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 75,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.56,0.103
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 75,PCA Regression | Parameters: default,0.646,-0.035
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 112,Decision Tree Regression | Parameters: random_state=5;,0.935,-0.499
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 112,Multiple Linear Regression | Parameters: default,0.674,-0.081
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 112,Random Forest Regression | Parameters: n_estimators=64;random_state=5;,0.555,0.111
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 112,Elastic Regression | Parameters: alpha=0.001;max_iter=10000;,0.591,0.052
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 112,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.649,-0.041
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 112,PCA Regression | Parameters: default,0.675,-0.082
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 38,Decision Tree Regression | Parameters: random_state=1;,1.341,-1.149
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 38,Multiple Linear Regression | Parameters: default,0.925,-0.483
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 38,Random Forest Regression | Parameters: n_estimators=64;random_state=0;,0.886,-0.421
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 38,Elastic Regression | Parameters: alpha=0.001;max_iter=10000;,0.923,-0.48
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 38,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.822,-0.317
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 38,PCA Regression | Parameters: default,0.925,-0.483
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 75,Decision Tree Regression | Parameters: random_state=1;,1.102,-0.767
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 75,Multiple Linear Regression | Parameters: default,0.934,-0.497
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 75,Random Forest Regression | Parameters: n_estimators=128;random_state=1;,0.755,-0.21
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 75,Elastic Regression | Parameters: alpha=0.001;max_iter=10000;,0.928,-0.488
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 75,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.724,-0.16
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 75,PCA Regression | Parameters: default,0.934,-0.497
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 112,Decision Tree Regression | Parameters: random_state=0;,0.768,-0.231
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 112,Multiple Linear Regression | Parameters: default,0.795,-0.274
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 112,Random Forest Regression | Parameters: n_estimators=128;random_state=0;,0.623,0.001
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 112,Elastic Regression | Parameters: alpha=0.001;max_iter=10000;,0.791,-0.267
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 112,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.704,-0.129
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 112,PCA Regression | Parameters: default,0.795,-0.275
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Original data set,Decision Tree Regression | Parameters: random_state=1;,0.03,0.951
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Original data set,Multiple Linear Regression | Parameters: default,0.034,0.945
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Original data set,Random Forest Regression | Parameters: n_estimators=64;random_state=1;,0.008,0.988
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Original data set,Elastic Regression | Parameters: alpha=0.001;max_iter=10000;,0.048,0.924
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Original data set,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.351,0.437
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Original data set,PCA Regression | Parameters: default,0.034,0.945
""
