Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 77,Decision Tree Regression,0.908,-0.374
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 77,Multiple Linear Regression,0.941,-0.424
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 77,Random Forest Regression,0.703,-0.064
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 77,Elastic Regression,0.884,-0.338
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 77,XG Boost Regression,0.638,0.035
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 77,PCA Regression,0.941,-0.424
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 116,Decision Tree Regression,1.467,-1.22
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 116,Multiple Linear Regression,0.901,-0.364
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 116,Random Forest Regression,0.794,-0.201
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 116,Elastic Regression,0.842,-0.273
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 116,XG Boost Regression,0.732,-0.108
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 116,PCA Regression,0.9,-0.363
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 38,Decision Tree Regression,6.913,-9.462
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 38,Multiple Linear Regression,24.306,-35.781
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 38,Random Forest Regression,3.39,-4.13
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 38,Elastic Regression,7.55,-10.426
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 38,XG Boost Regression,0.788,-0.193
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 38,PCA Regression,24.335,-35.825
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 77,Decision Tree Regression,6.002,-8.082
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 77,Multiple Linear Regression,478.499,-723.1
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 77,Random Forest Regression,2.937,-3.445
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 77,Elastic Regression,39.371,-58.579
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 77,XG Boost Regression,0.807,-0.221
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 77,PCA Regression,480.327,-725.865
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 116,Decision Tree Regression,1.09,-0.649
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 116,Multiple Linear Regression,0.993,-0.502
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 116,Random Forest Regression,0.653,0.011
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 116,Elastic Regression,0.699,-0.057
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 116,XG Boost Regression,0.738,-0.117
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 116,PCA Regression,0.993,-0.502
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Original data set,Decision Tree Regression,0.045,0.933
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Original data set,Multiple Linear Regression,0.182,0.725
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Original data set,Random Forest Regression,0.01,0.985
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Original data set,Elastic Regression,0.049,0.925
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Original data set,XG Boost Regression,0.342,0.483
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Original data set,PCA Regression,0.033,0.95
""
