""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 5; Random state = 1; Max depth = 10,Decision Tree Regression | Parameters: random_state=5;,6.53,-8.881
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 5; Random state = 1; Max depth = 10,Multiple Linear Regression | Parameters: default,144.483,-217.642
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 5; Random state = 1; Max depth = 10,Random Forest Regression | Parameters: n_estimators=20;random_state=0;,3.287,-3.973
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 5; Random state = 1; Max depth = 10,Elastic Regression | Parameters: alpha=0.001;max_iter=10000;,120.641,-181.563
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 5; Random state = 1; Max depth = 10,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.557,0.157
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 5; Random state = 1; Max depth = 10,PCA Regression | Parameters: default,149.229,-224.824
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 8; Random state = 1; Max depth = 10,Decision Tree Regression | Parameters: random_state=5;,14.593,-21.084
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 8; Random state = 1; Max depth = 10,Multiple Linear Regression | Parameters: default,2.0398334284027105e+19,-3.086824383712024e+19
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 8; Random state = 1; Max depth = 10,Random Forest Regression | Parameters: n_estimators=20;random_state=0;,5.169,-6.821
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 8; Random state = 1; Max depth = 10,Elastic Regression | Parameters: alpha=0.001;max_iter=10000;,1.8153908333601032e+19,-2.7471815160766837e+19
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 8; Random state = 1; Max depth = 10,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.546,0.174
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 8; Random state = 1; Max depth = 10,PCA Regression | Parameters: default,2.032585155048161e+19,-3.0758557690108936e+19
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 10; Random state = 1; Max depth = 10,Decision Tree Regression | Parameters: random_state=10;,6.493,-8.826
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 10; Random state = 1; Max depth = 10,Multiple Linear Regression | Parameters: default,1.5908527414987592e+19,-2.4073941357058728e+19
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 10; Random state = 1; Max depth = 10,Random Forest Regression | Parameters: n_estimators=20;random_state=1;,4.581,-5.932
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 10; Random state = 1; Max depth = 10,Elastic Regression | Parameters: alpha=0.001;max_iter=10000;,1.3882107790485033e+19,-2.1007415717538652e+19
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 10; Random state = 1; Max depth = 10,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.586,0.114
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Random Forest reduction| Parameters: Number of features = 10; Random state = 1; Max depth = 10,PCA Regression | Parameters: default,1.5902999292460161e+19,-2.406557579976556e+19
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 38,Decision Tree Regression | Parameters: random_state=10;,1.134,-0.716
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 38,Multiple Linear Regression | Parameters: default,0.742,-0.123
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 38,Random Forest Regression | Parameters: n_estimators=20;random_state=2;,0.627,0.051
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 38,Elastic Regression | Parameters: alpha=0.001;max_iter=10000;,0.721,-0.091
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 38,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.663,-0.003
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 38,PCA Regression | Parameters: default,0.742,-0.123
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 77,Decision Tree Regression | Parameters: random_state=1;,0.876,-0.326
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 77,Multiple Linear Regression | Parameters: default,0.792,-0.199
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 77,Random Forest Regression | Parameters: n_estimators=20;random_state=0;,0.627,0.051
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 77,Elastic Regression | Parameters: alpha=0.001;max_iter=10000;,0.75,-0.135
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 77,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.642,0.028
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 77,PCA Regression | Parameters: default,0.792,-0.199
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 116,Decision Tree Regression | Parameters: random_state=10;,1.189,-0.799
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 116,Multiple Linear Regression | Parameters: default,1.011,-0.53
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 116,Random Forest Regression | Parameters: n_estimators=20;random_state=1;,0.756,-0.144
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 116,Elastic Regression | Parameters: alpha=0.001;max_iter=10000;,0.925,-0.4
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 116,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.732,-0.108
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
PCA| Parameters: Number of components = 116,PCA Regression | Parameters: default,1.011,-0.53
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 38,Decision Tree Regression | Parameters: random_state=10;,1.413,-1.138
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 38,Multiple Linear Regression | Parameters: default,0.809,-0.224
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 38,Random Forest Regression | Parameters: n_estimators=20;random_state=1;,0.881,-0.332
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 38,Elastic Regression | Parameters: alpha=0.001;max_iter=10000;,0.805,-0.219
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 38,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.675,-0.022
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 38,PCA Regression | Parameters: default,0.809,-0.224
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 77,Decision Tree Regression | Parameters: random_state=1;,1.169,-0.768
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 77,Multiple Linear Regression | Parameters: default,0.932,-0.411
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 77,Random Forest Regression | Parameters: n_estimators=20;random_state=0;,0.775,-0.173
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 77,Elastic Regression | Parameters: alpha=0.001;max_iter=10000;,0.931,-0.408
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 77,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.795,-0.203
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 77,PCA Regression | Parameters: default,0.932,-0.41
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 116,Decision Tree Regression | Parameters: random_state=10;,1.724,-1.609
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 116,Multiple Linear Regression | Parameters: default,1.216,-0.84
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 116,Random Forest Regression | Parameters: n_estimators=20;random_state=1;,1.119,-0.693
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 116,Elastic Regression | Parameters: alpha=0.001;max_iter=10000;,1.181,-0.787
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 116,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.748,-0.132
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Factor Analysis| Parameters: Number of components = 116,PCA Regression | Parameters: default,1.216,-0.84
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Original data set,Decision Tree Regression | Parameters: random_state=0;,0.035,0.946
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Original data set,Multiple Linear Regression | Parameters: default,0.033,0.95
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Original data set,Random Forest Regression | Parameters: n_estimators=20;random_state=5;,0.009,0.986
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Original data set,Elastic Regression | Parameters: alpha=0.001;max_iter=10000;,0.049,0.926
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Original data set,XG Boost Regression | Parameters: alpha=10;colsample_bytree=0.8;learning_rate=0.1;max_depth=5;n_estimators=10;objective=reg:squarederror;,0.353,0.466
""
Dimension reduction + parameters,Prediction model + parameters,MSE,R2
Original data set,PCA Regression | Parameters: default,0.033,0.95
""
